,01/31/90,02/28/90,03/31/90,04/30/90,05/31/90,06/30/90,07/31/90,08/31/90,09/30/90,10/31/90,11/30/90,12/31/90,01/31/91,02/28/91,03/31/91,04/30/91,05/31/91,06/30/91,07/31/91,08/31/91,09/30/91,10/31/91,11/30/91,12/31/91,01/31/92,02/29/92,03/31/92,04/30/92,05/31/92,06/30/92,07/31/92,08/31/92,09/30/92,10/31/92,11/30/92,12/31/92,01/31/93,02/28/93,03/31/93,04/30/93,05/31/93,06/30/93,07/31/93,08/31/93,09/30/93,10/31/93,11/30/93,12/31/93,01/31/94,02/28/94,03/31/94,04/30/94,05/31/94,06/30/94,07/31/94,08/31/94,09/30/94,10/31/94,11/30/94,12/31/94,01/31/95,02/28/95,03/31/95,04/30/95,05/31/95,06/30/95,07/31/95,08/31/95,09/30/95,10/31/95,11/30/95,12/31/95,01/31/96,02/29/96,03/31/96,04/30/96,05/31/96,06/30/96,07/31/96,08/31/96,09/30/96,10/31/96,11/30/96,12/31/96,01/31/97,02/28/97,03/31/97,04/30/97,05/31/97,06/30/97,07/31/97,08/31/97,09/30/97,10/31/97,11/30/97,12/31/97,01/31/98,02/28/98,03/31/98,04/30/98,05/31/98,06/30/98,07/31/98,08/31/98,09/30/98,10/31/98,11/30/98,12/31/98,01/31/99,02/28/99,03/31/99,04/30/99,05/31/99,06/30/99,07/31/99,08/31/99,09/30/99,10/31/99,11/30/99,12/31/99,01/31/00,02/29/00,03/31/00,04/30/00,05/31/00,06/30/00,07/31/00,08/31/00,09/30/00,10/31/00,11/30/00,12/31/00,01/31/01,02/28/01,03/31/01,04/30/01,05/31/01,06/30/01,07/31/01,08/31/01,09/30/01,10/31/01,11/30/01,12/31/01,01/31/02,02/28/02,03/31/02,04/30/02,05/31/02,06/30/02,07/31/02,08/31/02,09/30/02,10/31/02,11/30/02,12/31/02,01/31/03,02/28/03,03/31/03,04/30/03,05/31/03,06/30/03,07/31/03,08/31/03,09/30/03,10/31/03,11/30/03,12/31/03,01/31/04,02/29/04,03/31/04,04/30/04,05/31/04,06/30/04,07/31/04,08/31/04,09/30/04,10/31/04,11/30/04,12/31/04,01/31/05,02/28/05,03/31/05,04/30/05,05/31/05,06/30/05,07/31/05,08/31/05,09/30/05,10/31/05,11/30/05,12/31/05,01/31/06,02/28/06,03/31/06,04/30/06,05/31/06,06/30/06,07/31/06,08/31/06,09/30/06,10/31/06,11/30/06,12/31/06,01/31/07,02/28/07,03/31/07,04/30/07,05/31/07,06/30/07,07/31/07,08/31/07,09/30/07,10/31/07,11/30/07,12/31/07,01/31/08,02/29/08,03/31/08,04/30/08,05/31/08,06/30/08,07/31/08,08/31/08,09/30/08,10/31/08,11/30/08,12/31/08,01/31/09
Eagle Aggressive Growth Partners I LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1081,-0.013,0.0541,0.0494,-0.0264,-0.0238,-0.0258,-0.0074,0.0044,0.0152,0.0613,0.052,-0.0281,-0.0105,0.0049,0.0437,0.0115,0.0158,0.0052,0.0134,-0.0051,0.0309,0.0207,0.0208,0.0184,0.0163,-0.0084,-0.0585,-0.017,0.0142,-0.007,-0.0028,0.0208,0.0272,-0.0043,0.0308,-0.0025,0.0024,0.0008,-0.0142,0.0204,0.0376,0.0437,-0.0187,0.0052,0.0221,-0.0044,0.0078,0.0501,0.0046,0.0278,0.01,0.0037,-0.0099,-0.0051,0.0156,-0.0022,0.033,0.0294,0.012,0.0084,0.0305,0.02,0.0196,0.0156,0.0103,-0.0165,-0.0091,0.0541,0.0458,-0.048,-0.0464,-0.0457,0.006,-0.0228,0.0441,0.0555,-0.0021,-0.0585,-0.001,-0.0565,-0.0357,0.0144,-0.0045,-0.0245
East of Suez Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,0.01319797,-0.006012024,0.008064516,-0.0060001,0.054326062,0.061068702,0.063848921,0.020287405,0.007456504,0.019736842,-0.021774194,0.089859852,0.019667171,0.079376855,-0.006185567,0.007607192,0.013726836,0.000677048,-0.01759134,-0.006198347,0.037422037,0.035404142,0.101935484,0.005854801,-0.011641444,0.082449941,-0.048966268,-0.02402746,-0.017584994,0.01849642,0.061511424,-0.037527594,0.086582569,-0.054353562,0.040736607,0.112064343,0.048216008,-0.028058878,0.010884998,0.040262172,0.01980198,-0.005736981,-0.011540169,-0.014818141,-0.017319964,0.056122449,0.067193676,0.066666667,-0.041666667,-0.012479871,-0.012229923,0.049938093,0.073899371,0.04795022,0.103038771,-0.038315389,0.142904182,0.078363584,-0.085760085,-0.045295149,0.006427916,-0.0119,-0.0083,-0.015179519,-0.035928144,-0.000653808,-0.023225384,0.002009377,0.034425134,-0.000323102,0.002908856,-0.02352562,-0.039273927
Eclectica A EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0482,-0.000840513,0.007570978,0.051554999,-0.080984518,-0.045896328,0.088285229,0.162142486,0.018972615,0.017653258,0.041857254,0.078445991,0.01881865,-0.036565139,0.124109868,0.040375914,-0.010036802,0.045893883,-0.048662272,-0.009238503,-0.016523826,-0.002300613,0.005450353,0.033984294,0.057198548,0.016720707,-0.029702351,0.023522588,0.097468833,-0.024784854,-0.001470761,-0.048076357,0.034536114,0.000478612,0.042456497,0.085240636,-0.070352556,-0.048328406,0.058549409,0.126650864,-0.08170524,-0.008128307,0.035694643,-0.053634964,0.036361596,-0.0586388,-0.021454043,0.021571739,-0.020771001,0.008872437,-0.005998835,0.007148298,0.017045785,-0.028886855,0.00695058,0.018075461,0.036658239,-0.010253852,-0.064008512,0.017709704,-0.018342152,-0.03401605,0.075139492,0.055010956,0.180312637,-0.155962028,-0.027322105,-0.039032094,0.023889182,-0.09051823,-0.017333754,-0.057280308,0.498401034,0.02942512,0.003705337,0.019205414
Eclectica A GBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0475,-0.000104987,0.007559849,0.051375573,-0.080186342,-0.044935345,0.089585919,0.164026095,0.019215372,0.017980274,0.042699134,0.078365266,0.020207412,-0.034830705,0.126848912,0.040409594,-0.00971002,0.04702508,-0.048162069,-0.007429222,-0.014767363,-0.000342208,0.006504176,0.035507789,0.059646587,0.018597731,-0.026291766,0.025001563,0.099457284,-0.022407099,0.000397141,-0.046957409,0.036596251,0.001894374,0.043946599,0.087541164,-0.068937673,-0.0467234,0.060442372,0.128203753,-0.080747113,-0.006876228,0.036857723,-0.053020033,0.037908913,-0.054965264,-0.018918919,0.023305785,-0.019113767,0.010319464,-0.005270021,0.007482659,0.017076873,-0.026011407,0.008099382,0.018240052,0.033800714,-0.008766954,-0.058477707,0.019450738,-0.016640468,-0.034009481,0.075092725,0.056419511,0.186093248,-0.160665876,-0.022911935,-0.031093435,0.020736713,-0.084343012,-0.017224662,-0.056467994,0.495817444,0.041695793,0.003157936,0.020973517
Eclectica A USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0498,-0.001473374,0.006218381,0.052372473,-0.083806111,-0.047908745,0.088544044,0.166981132,0.018413725,0.017110602,0.041536594,0.078344851,0.018298332,-0.036166502,0.126101322,0.041774363,-0.009588949,0.043263372,-0.049127133,-0.01044226,-0.01758742,-0.00126369,0.005623506,0.033762058,0.058489418,0.017631276,-0.028562461,0.022875606,0.098995515,-0.024430904,-0.000353544,-0.046507515,0.035237389,0.001074884,0.044022906,0.085018855,-0.069510269,-0.044821732,0.05954497,0.130235419,-0.079606175,-0.00698812,0.038272073,-0.051668405,0.038099951,-0.054708188,-0.019664967,0.023031204,-0.018602313,0.010587432,-0.004506027,0.009052846,0.015363912,-0.024906119,0.007985502,0.016912013,0.034974308,-0.01024984,-0.057011866,0.018932677,-0.017514315,-0.038052794,0.072879544,0.052206167,0.184520678,-0.159596678,-0.024471459,-0.034512651,0.021941639,-0.088957224,-0.017057441,-0.06095168,0.470876322,0.032497225,0.004084792,0.021625557
Ecofi Neuronal Long/Short A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00139,0.029230631,-0.000214049,-0.033126375,0.025434306,-0.010777279,-0.018078446,-0.043562616,0.005567882,-0.018680984,-0.011798842,0.006381573,-0.014361691,0.004751398,0.007674998,0.004185861,0.010281368,0.043003892,0.002263412,0.033508301,0.023494557,-0.032697024,0.036824576,0.005062854,-0.05041167,-0.025659831,0.031594469,9.00E-05,0.006256746
Ecofin Global Utilities Hedge Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0812,0.0209,0.0246,0.0177,0.0134,0.009,0.0154,-0.0018,0.0104,0.0094,0.0232,0.0117,-0.0215,0.0168,0.0172,0.025,0.0266,0.0166,0.0094,-0.002,0.0006,0.0021,0.02,0.0124,0.0077,0.0224,0.0259,0.0073,0.0114,0.0257,0.0225,0.0232,0.0055,0.0058,-0.0084,0.0136,0.0344,-0.0124,0.0096,-0.0318,0.0092,-0.0198,0.0217,0.0168,0.0033,-0.0169,-0.0164,-0.0594,-0.0427,0.004,-0.0026,0.0025
Eddystone LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0222,-0.0224,0.0218,0.0711,-0.0292,0.0268,-0.0191,-0.0545,-0.0122,0.0796,0.041,0.1243,-0.0486,0.06555,0.01383,-0.08816,-0.01442,0.01458,0.04842,0.0561,-0.02485,0.01472,-0.01487,0.01603,0.04362,-0.04462,-0.01985,-0.0053,0.02414,0.01139,-0.01243,-0.00491,-0.0542,0.00853,0.01839,0.03315,0.01219,0.04471,0.01866,0.01935,0.01173,-0.01061,-0.0087,0.00408,-0.01807,-0.01718,0.03141,0.00867,0.00178,-0.017,0.01985,0.0725,0.06377,0.0116,-0.02377,0.0342,0.01655,0.02047,0.01409,0.03249,0.00618,0.00327,0.00979,-0.02091,0.01455,0.01697,0.00221,0.01715,0.01833,0.00851,0.05089,0.01579,-0.0094,0.04389,-0.01119,-0.01949,0.02512,0.01844,0.02,0.0115,0.0354,-0.03539,0.00439,0.01363,0.02619,0.00333,0.0034,0.00401,0.00943,0.002,0.00406,0.00457,-0.0059,0.0212,0.0288,0.007,0.0136,0.0011,0.0096,0.0185,0.0163,-0.007468,0.00879,0.003522,0.035,0.031,-0.0026,0.0155,-0.0065,0.0026,-0.0242,0.0257,0.0173,-0.0261,-0.0233,-0.0247,-0.0645,-0.117,-0.02633,0.01778,-0.0255
Eddystone Offshore Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01566,0.00849,0.00877,0.0074,0.0217,0.0016,0.00073,0.00266,-0.01792,0.0152,0.01567,0.00537,0.01402,0.01571,0.00878,0.04761,0.01498,-0.0075,0.03967,-0.01205,-0.01907,0.027,0.0176,0.02118,0.0111,0.0352,-0.0334,0.0042,0.01363,0.02695,0.003,0.00421,0.00298,0.00876,0.0023,0.004,0.00448,-0.0058,0.022,0.0282,0.0069,0.0132,0.0013,0.0101,0.0184,0.017,-0.008081,0.00907,0.003416,0.0347,0.0307,-0.0025,0.0151,-0.0067,0.0027,-0.0243,0.0259,0.0168,-0.0261,-0.0228,-0.0249,-0.0646,-0.1207,-0.0279,0.0107,-0.0247
EEA Select Opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143,0.06152026,-0.004086561,0.011004383,0.029794299,0.020691508,0.029047828,0.066689408,0.050927406,0.043818943,0.014138911,-0.095795904,-0.041408361,0.02222038,0.042825858,0.020689119,0.051588814,0.001666667,0.083918108,0.057398385,0.083128195,0.052797203,0.04328573,0.016394312,-0.042021193,-0.007628596,0.018614101,0.003719476,-0.01047261,0.008955224,0.042119419,0.02684148,0.024983663,0.02687592,-0.010889292,0.052873008,0.011190094,-0.003129394,-0.002183803,-0.011718038,-0.010472895,0.000606117,-0.089557803,-0.007574594,-0.047547831,0.027018247,-0.045814003,0.023868722,0.014678107,-0.066691485,-0.029004502,-0.012030516,-0.114760915,-0.136885191,-0.04376895,-0.067804878,0.009157509
Elco Select LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0406,-0.0067,0.0116,0.0161,0.0131,0.1153,0.0745,-0.0048,-0.0346,0.0225,0.022,0.0292,0.0046,0.0625,0.017,0.0051,-0.0072,-0.0017,-0.0053,0.0472,0.015,-0.0201,0.0535,0.0381,0.0852,-0.0009,0.0126,0.0504,-0.0121,-0.031,0.0227,0.0297,0.0592,0.0157,0.0478,-0.054,0.0139,0.0246,0.0595,-0.0384,0.0201,0.0145,0.0058,0.0147,0.0076,0.0033,-0.0274,0.0489,0.0466,-0.004,0.0263,0.019,0.046,0.0323,0.061,0.0109,-0.0003,-0.0222,0.0459,0.0561,-0.046,0.0219,-0.0741,0.0466,-0.0267,0.0925,0.0633,0.0135,-0.1054,-0.0359,-0.2295,-0.1826,-0.1779,-0.057,0.1137
Elkhorn LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0214,0.0665,-0.0533,0.0239,-0.005,-0.0034,0.0276,0.0669,0.0257,0.0248,0.0159,0.0117,0.0267,0.0275,-0.0678,0.01,0.0515,-0.0157,-0.0364,-0.0088,-0.0208,0.0317,0.0265,0.0141,0.0007,-0.0028,-0.0115,0.0195,0.0236,0.0479,-0.0127,0.0086,0.0124,-0.0031,-0.0092,0.0198,-0.0044,0.0146,0.0138,0.0048,0.0298,0.0103,-0.0146,0.0432,0.0024,-0.0233,-0.0103,0.0075,0.0364,0.0162,0.0164,-0.0318,0.0111,0.0247,0.032,0.0132,0.0259,0.0364,0.0084,0.0059,0.0064,-0.0018,-0.0067,0.0325,0.0095,0.0111,0.009,-0.0076,0.0061,0.033,0.0203,-0.0101,-0.0294,-0.0211,0.0075,0.0017,-0.0141,-0.0079,0.0146,0.0096,-0.0061,0.007,0.0393,-0.0227,0.008,0.0199,-0.044,-0.1019,-0.0543,-0.0105,-0.0687
Elkhorn Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0338,0.0327,-0.0821,0.0118,0.0625,-0.0188,-0.0376,-0.0094,-0.0213,0.0307,0.0281,0.0158,0.0004,-0.0035,-0.0123,0.0233,0.0278,0.0497,-0.0131,0.0083,0.0134,-0.0028,-0.0098,0.0192,-0.0044,0.0128,0.0135,0.005,0.0293,0.0095,-0.0145,0.0424,0.0021,-0.0234,-0.0112,0.0077,0.0363,0.0157,0.0162,-0.0318,0.0097,0.0244,0.0312,0.012,0.0258,0.0361,0.0092,0.0057,0.0061,-0.0022,-0.0069,0.0322,0.0087,0.0108,0.0088,-0.008,0.0057,0.0322,0.02,-0.0108,-0.0296,-0.0223,0.0081,0.0015,-0.0158,-0.0086,0.0137,0.0108,-0.0078,0.0073,-0.0229,-0.0229,0.0066,0.0198,-0.0458,-0.1041,-0.0569,-0.0058,-0.0687
Emerald Bay Partners LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0483,0.0432,-0.0267,0.0008,0.0132,-0.0331,-0.0385,0.003,0.0183,-0.0195,-0.0022,0.0154,-0.0067,-0.0088,-0.0028,-0.0065,0.0422,0.066,0.0974,0.0184,-0.0107,0.0378,-0.0095,0.0169,-0.0054,0.017,-0.0374,-0.0037,0.0114,0.0021,0.0012,-0.004,0.0176,-0.0079,0.096,0.0106,-0.0307,0.0151,-0.0318,-0.0104,0.0173,-0.0143,0.0054,-0.004,-0.0285,-0.0204,-0.0251,-0.0456,0.0698,-0.001,-0.0461,-0.0285,0.0663,0.0246,0.0098,-0.0009,-0.0013,0.0341,0.0551,-0.001,0.0599,-0.0094,-0.0085,0.0032,-0.0034,0.0006,0.0045,-0.0025,0.0475,0.0043,-0.0061,0.0019,0.0018,-0.0011,-0.0023,0.0014,0.0013,-0.0034,-0.0053,-0.0032,-0.0015,-0.0129,-0.0015,-0.001,0.0021
Emory Partners LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,0.0174,0.1035,0.1105,0.0416,0.018,0.1343,0.0295,0.0036,0.1187,0.0188,-0.0741,0.0489,0.1023,0.0092,0.0102,0.1178,0.0054,0.05,0.0013,0.042,0.0624,0.015,0.0072,0.0464,-0.0732,-0.0224,0.0322,-0.0065,0.0366,-0.5985,0.4955,-0.0052,0.0276,0.0114,-0.0191,0.0838,0.0348,0.0301,-0.003,-0.0488,0.0842,0.0462,0.0123,0.0349,0.0285,0.0446,0.0169,0.0174,0.0746,0.0754,0.0333,0.0437,0.048,0.0142,0.0209,0.0049,0.0375,0.0574,0.0024,-0.0599,0.0654,0.0238,0.0258,0.007,0.0032,-0.033,0.0757,0.0245,0.0425,0.0006,0.0067,-0.0023,0.0208,0.0344,0.0192,0.0198,-0.3004,0.0072,0.0409,0.0346,0.08,0.0518,0.0081,0.0917,0.0397,0.0675,-0.0603,0.0095,0.1553,0.0206,-0.0061,0.0582,-0.022,0.0467,0.0034,0.0056,0.0117,0.0149,-0.0059,-0.0087,0.0284,0.0029,-0.0103,0.0145,0.0147,0.0214,0.0192,-0.0163,0.0012,0.0036,0.0218,0.0153,-0.0031,0.0022,-0.0119,-0.0124,0,-0.0047,0.0088,0.0177,0.0068,0.0078,-0.0008,0.0149,0.0152,0.0065,0.0098,0.0115,0.0015,0.0087,0.0114,0.0039,0.0006,0.0344,-0.0085,0.0095,0.0112,0.009,-0.0056,0.0101,0.0086,-0.0216,-0.0436,-0.0025,0.0081,0.026,-0.0077,-0.0255,0.0005,0.0003,0.0384,0.0091,0.0479,0.0189,0.0191,0.0003,0.0064,0.0371,0.0243,0.004,-0.101,-0.0271,0.0035,0.002,0.0001
Emperor Greater China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1186,0.2377,0.1854,0.2112,0.0644,-0.001,-0.0065,-0.0179,0.0281,0.0031,-0.0302,0.0071,0.0125,0.0306,0.0452,-0.019,-0.0335,-0.0045,0.0325,0.0128,0.041,0.0436,0.0219,0.0426,-0.0027,-0.0334,-0.0064,0.0343,0.0318,0.0562,0.0721,0.0104,0.0789,0.0053,0.054,0.0125,0.061,0.0151,-0.0062,0.0203,0.003,-0.0025,0.0158,0.0393,0.0069,0.0294,0.0061,0.0049,0.0682,0.0062,0.0072,0.0184,0.0342,0.0286,0.0364,0.0517,-0.04,0.0288,0.0153,0.089,0.0429,0.0954,0.1039,0.0288,0.0254,-0.0216,-0.0292,0.0389,0.0761,0.0639,0.0931,0.0064,0.0121,-0.0325,0.0324,0.1588,0.0596,0.1926,0.0479,0.2192,0.0911,-0.0996,0.0301,-0.2484,0.1345,-0.0666,-0.1212,-0.0334,-0.1415,-0.0323,-0.0602,-0.0887,0.0112,-0.0186,0.0117,-0.098
Endeavor LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.079,0.072,-0.152,-0.121,-0.021,-0.038,0.215,0.128,0.03,-0.092,0.173,-0.024,0.055,0.096,0.12,0.068,0.186,0.13,-0.099,0.074,0.08,0.011,0.109,0.024,0.078,0.044,0.033,0.253,0.243,-0.046,0.293,-0.0679,-0.2395,-0.078,0.1499,-0.0758,0.0871,-0.074,-0.1394,-0.0935,0.038,0.0974,-0.052,-0.021,0.045,0.0291,-0.0171,-0.0501,-0.0744,-0.1033,0.0425,0.083,0.081,-0.0489,-0.101,0.093,-0.132,-0.059,-0.058,0.028,-0.031,-0.021,0.094,0.105,-0.15,-0.004,-0.024,-0.018,0.008,0.115,0.036,0.049,0.067,0.004,0.101,0.048,0.018,0.0544,-0.0085,-0.0287,-0.0829,-0.0041,0.0031,-0.0649,-0.0413,0.0332,0.0453,0.1127,0.0377,-0.0694,-0.0233,-0.0339,-0.0717,0.0875,0.0138,0.0795,0.0217,0.031,-0.0443,0.0479,0.0217,0.093,-0.0131,0.062,-0.038,-0.107,-0.02,-0.101,-0.001,0.011,0.054,0.069,-0.021,0.028,-0.073,-0.041,0.04,0.077,0.083,0.087,0.025,0.161,0.181,-0.095,-0.007,-0.217,-0.099,-0.049,0.027,0.042,-0.06,-0.046,-0.103,-0.14326,-0.193,-0.166,0.03,-0.055
Enhanced RAFI US Large LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.0265,-0.0173,-0.0223,0.0358,0.012,0.0375,-0.0137,0.007,-0.0149,0.0357,0.0023,0.0305,0.0063,0.0147,0.0156,-0.0226,0.0049,0.0109,0.0233,0.0264,0.0336,0.0173,0.0182,0.0177,-0.0163,0.0128,0.0399,0.0358,-0.0171,-0.0386,0.0135,0.0279,0.016,-0.0392,-0.0116,-0.042,-0.0419,-0.0125,0.0474,0.0103,-0.0963,0.0042,0.0171,-0.0882,-0.1768,-0.0808,0.0223,-0.1023
Ennismore European Smaller Companies Hedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.007,0.0224429,0.087024087,0.008934954,0.025504782,0.028842832,0.025851939,-0.003927344,0.039592574,0.124525917,0.132799326,0.142165984,0.190507223,-0.000912326,-0.025477125,-0.023706897,0.018523851,0.017810026,0.008702898,-0.008994952,0.008428267,-0.010929464,0.007985885,0.009580838,0.011771147,-0.035263348,-0.004580724,0.049117205,0.01396473,0.003707954,0.003342422,-0.003944946,0.01117761,-0.001653756,0.042109852,0.019743997,0.015998031,0.01631137,0.023756555,0.000698487,-0.013106871,-0.011787819,0.001829026,-0.012700429,0.018732915,0.009549365,-0.000703565,0.00140812,-0.004452777,0.014045825,0.015398901,0.003734187,0.018677397,0.001416114,0.012131587,0.021766306,0.023461677,0.007805358,0.030770304,0.054288229,0.0435313,-0.005598966,0.012498453,-0.004216573,0.037987113,0.005025423,-0.002823696,0.003716595,0.00916892,0.017647059,0.037715332,0.051125083,0.04040086,0.007312522,-0.010013017,0.017447153,0.048014315,0.058951862,0.021408097,0.039331755,-0.04902333,0.016458897,0.041157472,0.039949696,0.026604321,0.020496309,0.056560215,-0.016496723,-0.055318991,0.009838122,-0.007335817,-0.011847507,0.021407091,0.008290396,0.010220156,-0.008519378,-0.000997353,0.020274162,0.025629446,0.00862322,0.02397497,0.004405599,-0.016377786,-0.011076348,-0.002036438,-0.024924389,0.012593894,-0.02893416,0.012465795,-0.04527027,0.028033341,-0.006386966,-0.054195535,0.001912746,-0.006661522,-0.044980577,-0.077756369,-0.036491945,-0.049631379,0.052121888
Erik Penser Hedgefond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063,-0.015899831,-0.008987176,0.006623191,-0.03360664,0.027652666,0.075731322,-0.051639189,0.006993706,0.00258359,0.014175105,0.042908664,0.012558921,0.017401187,0.010280122,0.012336656,0.001689905,0.003552299,0.005309145,0.010121975,0.004967213,-0.002954344,0.017110958,-0.014677212,-0.003310091,0.010051037,0.007267927,0.002319446,0.000600041,-0.001627828,0.020590489,0.011600271,0.007562466,0.019744818,0.012568378,-0.00267693,0.021556548,0.027233744,0.008449902,0.018140793,0.033748631,-0.006646072,0.013602078,0.009139778,0.042337549,0.002758184,0.031909622,0.020926943,-0.038775579,0.005093339,0.003378573,-0.000336917,-0.001010433,-0.002899682,0.005275261,0.011032628,0.009248365,-0.014174687,0.013375362,0.005543286,0.010501106,0.002467952,-0.0052479,-0.012309276,0.002769772,-0.009009409,-0.013602865,-0.009418241,-0.002852536,0.006048138,0.017441448,0.008363414,0.001645501,-0.014576846,0.003194127,0.005330518,-0.00282311,0.001726647,-0.005859701,-0.007281043,0.002654383
