,01/31/90,02/28/90,03/31/90,04/30/90,05/31/90,06/30/90,07/31/90,08/31/90,09/30/90,10/31/90,11/30/90,12/31/90,01/31/91,02/28/91,03/31/91,04/30/91,05/31/91,06/30/91,07/31/91,08/31/91,09/30/91,10/31/91,11/30/91,12/31/91,01/31/92,02/29/92,03/31/92,04/30/92,05/31/92,06/30/92,07/31/92,08/31/92,09/30/92,10/31/92,11/30/92,12/31/92,01/31/93,02/28/93,03/31/93,04/30/93,05/31/93,06/30/93,07/31/93,08/31/93,09/30/93,10/31/93,11/30/93,12/31/93,01/31/94,02/28/94,03/31/94,04/30/94,05/31/94,06/30/94,07/31/94,08/31/94,09/30/94,10/31/94,11/30/94,12/31/94,01/31/95,02/28/95,03/31/95,04/30/95,05/31/95,06/30/95,07/31/95,08/31/95,09/30/95,10/31/95,11/30/95,12/31/95,01/31/96,02/29/96,03/31/96,04/30/96,05/31/96,06/30/96,07/31/96,08/31/96,09/30/96,10/31/96,11/30/96,12/31/96,01/31/97,02/28/97,03/31/97,04/30/97,05/31/97,06/30/97,07/31/97,08/31/97,09/30/97,10/31/97,11/30/97,12/31/97,01/31/98,02/28/98,03/31/98,04/30/98,05/31/98,06/30/98,07/31/98,08/31/98,09/30/98,10/31/98,11/30/98,12/31/98,01/31/99,02/28/99,03/31/99,04/30/99,05/31/99,06/30/99,07/31/99,08/31/99,09/30/99,10/31/99,11/30/99,12/31/99,01/31/00,02/29/00,03/31/00,04/30/00,05/31/00,06/30/00,07/31/00,08/31/00,09/30/00,10/31/00,11/30/00,12/31/00,01/31/01,02/28/01,03/31/01,04/30/01,05/31/01,06/30/01,07/31/01,08/31/01,09/30/01,10/31/01,11/30/01,12/31/01,01/31/02,02/28/02,03/31/02,04/30/02,05/31/02,06/30/02,07/31/02,08/31/02,09/30/02,10/31/02,11/30/02,12/31/02,01/31/03,02/28/03,03/31/03,04/30/03,05/31/03,06/30/03,07/31/03,08/31/03,09/30/03,10/31/03,11/30/03,12/31/03,01/31/04,02/29/04,03/31/04,04/30/04,05/31/04,06/30/04,07/31/04,08/31/04,09/30/04,10/31/04,11/30/04,12/31/04,01/31/05,02/28/05,03/31/05,04/30/05,05/31/05,06/30/05,07/31/05,08/31/05,09/30/05,10/31/05,11/30/05,12/31/05,01/31/06,02/28/06,03/31/06,04/30/06,05/31/06,06/30/06,07/31/06,08/31/06,09/30/06,10/31/06,11/30/06,12/31/06,01/31/07,02/28/07,03/31/07,04/30/07,05/31/07,06/30/07,07/31/07,08/31/07,09/30/07,10/31/07,11/30/07,12/31/07,01/31/08,02/29/08,03/31/08,04/30/08,05/31/08,06/30/08,07/31/08,08/31/08,09/30/08,10/31/08,11/30/08,12/31/08,01/31/09
Clarke Omega Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0733,-0.0358,-0.0082,0.0229,0.0064,0.0397,-0.0219,-0.0161,0.0006,0.0881,0.0544,-0.01,-0.0746,0.4025,-0.0638,0.2205,-0.012,0.07,-0.1336,0.0496,-0.0205,0.1325,0.0281,-0.031,-0.0236
Clarke Orion Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0041,-0.0217,-0.019,-0.0313,0.038,-0.003,-0.0504,0.0915,-0.005,0.023,0.049,0.0047,-0.0545,0.0473,-0.0242,-0.0522,0.0295,0.1285,-0.0214,0.0061,0.04,-0.0031,0.0437,-0.0279,-0.0192,-0.0058,-0.0158,0.0089,-0.0083,-0.0057,-0.0241,-0.0199,0.0123,-0.0107,0.0032,0.019,0.0408,0.0282,0.0753,-0.0698,0.001,0.0536,-0.0166,0.0294,-0.0242,0.0386,0.1237,-0.0195,-0.0017,-0.0066,0.0242,-0.004,-0.0025,0.0267,-0.0127,0.0276,0.0142,-0.0154,0.0245,-0.0191,-0.0036,-0.0056,-0.0105,0.0052,0.0151,-0.0368,-0.0089,0.0187,-0.015,-0.0081,0.0125,0.0051,0.0148,0.0169,-0.0136,0.0058,0.0179,-0.0071,0.0021,-0.0076,0.0171,0.0224,-0.0112,-0.0464,-0.0114,0.0306,0.0279,0.0118,0.0174,-0.0241,0.0701,0.0068,0.0073,0.006,0.0105,0.0057,-0.004,-0.0129,0.0889,0.0067,0.0079,0.0647,0.0701,0.0848,0.0827,-0.0064,-0.0193,0.0353,-0.0285,0.0358,-0.0041,0.025,0.0608,0.0518,-0.0166
Clarke Worldwide LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0048,-0.0302,-0.0021,-0.0309,-0.0045,0.0491,-0.0639,-0.008,-0.0149,-0.0439,0.0494,-0.0388,0.0282,0.0703,0.0362,0.0184,0.0401,-0.1012,-0.0341,0.2092,0.0324,0.0811,-0.0956,0.0491,0.1987,-0.0527,-0.0103,-0.0021,0.0377,0.0466,-0.0194,0.0621,-0.0016,0.0894,0.0576,-0.1166,0.0213,-0.0497,-0.0035,-0.0335,0.0685,0.0123,0.0819,-0.0537,-0.0242,-0.0023,-0.0608,-0.0165,0.1104,0.0024,-0.072,-0.0244,-0.0437,-0.0203,0.0202,0.0044,-0.0432,-0.0277,0.0561,0.2706,0.0329,-0.0676,-0.0934,-0.0432,-0.0532,-0.0547,0.0779,-0.0971,-0.0059,-0.0186,-0.0386,0.0469,0.0011,0.0325,0.0714,-0.0331,0.2874,0.013,0.0289,0.0101,0.0889,0.1642,0.0817,-0.1105,0.0793,0.0345,-0.1524,0.0341,0.106,0.1313,0.1156,0.0733,-0.059
Clarke Worldwide Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0438,-0.009,0.0179,0.091,-0.0733,0.0687,0.0017,-0.0194,0.2229,0.091,0.1564,-0.0848,0.0381,0.0856,-0.0114,0.0055,-0.0013,0.0076,0.0488,-0.0363,0.0611,-0.0388,0.0161,0.0557,0.0575,-0.0035,-0.0041,-0.0322,0.064,-0.0317,-0.0097,0.2193,0.1187,-0.0621,0.0116,-0.0076,0.005,0.0595,0.0053,-0.0152,-0.052,0.0419,0.0393,0.0115,0.0008,-0.0346,0.0502,0.0151,0.029,-0.0422,-0.0222,0.0233,0.0895,0.0239,-0.0582,0.0731,0.0061,-0.071,0.0346,0.0891,-0.0086,-0.0196,0.0446,-0.0697,0.028,-0.0427,0.0005,-0.0139,0.0044,0.0344,-0.0454,-0.0052,-0.0092,-0.0255,0.0269,-0.0209,0.0175,0.042,0.0283,0.0152,0.0323,-0.0598,-0.0178,0.1301,0.0235,0.0591,-0.0712,0.038,0.1465,-0.04,-0.0044,-0.0006,0.0286,0.0373,-0.0146,0.0563,0.0004,0.0701,0.0519,-0.0702,0.0091,-0.0259,0.0005,-0.0176,0.034,0.0063,0.0481,-0.0349,-0.014,-0.0017,-0.0322,-0.0082,0.0552,0.0009,-0.0412,-0.0136,-0.0247,-0.0112,0.0097,0.0002,-0.0275,-0.0147,0.0256,0.1479,0.0258,-0.0516,-0.0515,-0.0229,-0.0279,-0.0276,0.0469,-0.0592,0.0488,-0.0174,-0.0228,0.036,0.0137,0.0352,0.0648,-0.0357,0.3057,0.0059,0.0261,-0.0012,0.0488,0.1223,0.0585,-0.0757,0.0542,0.0322,-0.1234,0.0396,0.0928,0.1153,0.0946,0.0704,-0.0422
Commonwealth Preferred LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0226,0.0338,0.0348,-0.0093,0.0133,-0.0341,-0.0734,-0.0237,0.0408,-0.0191,0.1231,-0.0143,-0.125,0.0041,-0.0001,-0.0628,0.0588,-0.012,0.0648,-0.0917,0.026,-0.001,0.0007,0.0455,-0.0658,0.0611,-0.0701,0.0445,-0.0287,-0.0288,-0.0122,-0.0652,0.0729,-0.0825,0.063,-0.0477,0.0038,0.0548,0.1416,-0.1184,0.0784,0.1102,-0.0621,0.0217,0.0073,-0.0277,0.0026,0.091,-0.006,-0.1102,-0.0194,-0.0501,-0.0277,0.0076,-0.0109,0.0218,0.1521,0.011,0.0958,0.0703,-0.1474,-0.0688,0.1705,0.1388,0.1525,-0.1379,-0.0122,0.0983,-0.0741,0.0061,0.0416,-0.1928,-0.0707,-0.0223,0.0549,-0.0059,0.0936,0.0484,-0.1249,0.0146,-0.0524,0.0287,-0.0318,0.0633,0.0459,0.0265,-0.0023,-0.06,-0.0313,-0.0116,-0.0822,0.0867,-0.0221,-0.0601,-0.0028,-0.0359,0.0302,0.0736,-0.1982,-0.0211,-0.0341,-0.0138,0.1251,-0.0274,-0.011,-0.1333,-0.0441,0.0277,0.0147,0.0142,-0.0046,-0.02,0.003,-0.0051,0.036,0.0239,0.0157,-0.0264,0.004,0.0385,-0.0046,-0.022,-0.0099,-0.0679,-0.0068,0.0103,-0.0095,0.0008,-0.0296,-0.0474,-0.018,0.0827,0.2163,0.007,-0.0093,-0.0173
Crabel (Buethe Crabel Div Futures 4X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.0045,0.0082,0.0094,0.0097,0.0028,0.0137,-0.0479,0.0433,0.0243,0.0051,0.0094,0.009,0.0173,0.0033,-0.0037,0.0162,-0.0056,0.0052,0.0064,0.006,-0.0063,-0.0024,-0.002,0.0141,0.0012,-0.0136,-0.0194,0.0508,0.0108,0.004,0.0041,0.0095,0.0107,0.0089,0.013,0.0296,-0.0203,0.0031,0.0265,0.0059,0.0033,-0.0039,0.0073,-0.0081,-0.0104,-0.0062,0.013,0.0043,0.0073,0.0035,0.0078,0.0045,0.0113,0.0047,0.0146,-0.0165,-0.0049,0.0228,0.0071,-0.0008,0.0108,-0.005,0.0038,-0.0017,0.0028,-0.0109,0.0007,0.0087,-0.0017,0.0041,0.0018,-0.0127,0.0076,-0.0026,0.0111,0.0084,0.0032,-0.006,-0.0008,0.0025,0.0093,-0.0028,-0.008,-0.0034,0.0026,-0.0104,0.0072,-0.0009,-0.002,-0.0044,-0.0074,-0.0021,0.0045,0.0086,0.0122,0.0101,0.0031,0.0066,-0.0058,0.0207,0.0112,0.0001,-0.0032,-0.0075,0.004,-0.0005,-0.0075,0.0102,0.009,0.0096,-0.0035,0.0004,0.0083,0.02,0.0084,-0.0018,0.0112,0.0108,0.0067,0.0151,0.0034,0.0143,0.0003,0.0056,-0.0005,0.0107,-0.0023,-0.0154,-0.0354,-0.0123,-0.0571,0.0037
Crabel Div Futures(4X composite),,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.05,-0.011,0.006,0.065,-0.006,0.054,-0.004,-0.02,0.069,-0.018,0.023,0.02,0.007,0.024,-0.012,0.023,0.003,0.013,0.01,0.008,0.009,0.013,-0.001,0.005,-0.003,0.001,0.01,-0.013,0.002,0.008,-0.014,0.014,0.024,0.01,0.001,0.011,0,-0.012,-0.011,0.041,-0.008,-0.022,0.005,0.009,-0.004,0.037,0.028,0.032,0.01,0.018,0.009,0.016,0.015,0.005,0.012,0.015,0.009,0.006,0.002,0.015,0.018,0.009,-0.011,0.032,-0.007,0.01,0.042,0.001,0.006,-0.01,0.007,0.009,0.005,0.014,0.003,0.002,-0.004,-0.014,-0.02,0.104,0.016,-0.017,-0.002,-0.004,-0.018,-0.001,0.003,-0.002,-0.002,0.066,0.031,-0.005,0.011,-0.01,0.012,0.007,0.018,0.007,0.028,0.016,0.012,0.002,0.015,0.016,-0.023,-0.017,0.016,0.0248,-0.0047,0.018,0.0164,0.0151,0.001,0.0063,-0.0013,-0.0219,-0.0074,-0.0047,0.0038,0.0058,-0.0083,0.0067,0.0065,-0.0028,0.0243,0.0373,0.0027,0.0058,-0.0104,0.0125,0.0005,-0.0061,0.0067,-0.0148,0.0037,0.0065,0.0143,0.0032,0.006,0.0077,-0.0024,-0.0007,-0.0062,0.0022,0.007,-0.0079,0.0104,0.0056,-0.0039,0.0027,0.001,0.0005,0.0053,0.0066,0.0045,-0.0014,0.0056,0.0051,0.0138,0.0101,-0.007,-0.0106,0.0066,0.0026,-0.008,0.009,0.0014,0.0045,0.0113,0.0085,0.0005,0.01,-0.0009,0.0038,-0.0155,-0.0106,0.0072,0.001,-0.0028,0.0066,0.0113,-0.0034,-0.0063,-0.0109,0.0063,0.0268,0.011,0.0029,0.0034,0.0105,0.0079,0.0081,-0.0037,0.0029,-0.0059,0.0004,-0.0053,0.0083,-0.0098,0.0089,-0.0073,-0.0109,-0.0447,0.0318
Crabel Futures 4x (Crabel LP-Class G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.0345,-0.005,0.0204,0.0243,-0.0149,0.1459,0.0917,-0.0272,0.0287,-0.0245,0.026,-0.0062,0.0489,0.0133,0.092,0.0489,0.0294,-0.0013,0.0377,0.037,-0.0761,-0.0405,0.042,0.0788,-0.0156,0.0515,0.0429,0.0433,0.0018,0.0163,-0.0091,-0.0733,-0.0235,-0.0172,0.0105,0.0145,-0.0243,0.0244,0.0202,-0.0104,0.0673,0.1044,0.0086,0.0163,-0.0387,0.036,-0.0002,-0.0196,0.0175,-0.0447,0.0088,0.0175,0.0424,0.0088,0.0155,0.0206,-0.0081,-0.0044,-0.0192,0.008,0.022,-0.0254,0.0312,0.0151,-0.0104,0.0084,0.004,0,0.0192,0.019,0.0133,-0.0069,0.0177,0.0168,0.0377,0.0303,-0.0216,-0.0283,0.0217,0.0148,-0.0225,0.0302,0.0049,0.0158,0.0504,0.0368,0.0064,0.04160006,-0.008299688,0.017899993,-0.060488659,-0.0398,0.0386,0.003199949,-0.008499922,0.0272,0.043700118,-0.008299867,-0.021599961,-0.044000013,0.023,0.0982,0.0409,0.0125,0.0169,0.0432,0.0305,0.0311,-0.0134,0.0143,-0.0226,-0.0027,-0.0225,0.034,-0.0392,0.0353,-0.0297,-0.0436,-0.0489,0.0314
Crabel Futures 4x (Crabel Ltd-Class G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257,-0.0169,-0.0051,-0.027,0.0105,0.0273,-0.0325,0.0384,0.0202,-0.0135,0.01,0.0055,0.002,0.0272,0.0274,0.0165,-0.0074,0.0222,0.0216,0.0531,0.042,-0.0276,-0.0368,0.0259,0.0093,-0.0336,0.035,0.005,0.0161,0.0438,0.0331,0.0005,0.0398,-0.0014,0.0146,-0.063,-0.0424,0.0271,0.0032,-0.0119,0.0267,0.0462,-0.014500066,-0.025200037,-0.0429,0.0278,0.1107,0.0445,0.0125,0.0146,0.0418,0.0314,0.0322,-0.0168,0.0116,-0.0234,0.0014,-0.0216,0.0338,-0.041,0.0371,-0.0296,-0.0423,-0.0478,0.0319
Crabel Multi-Product A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238416,0.0028,-0.0035,-0.0196,-0.0682,-0.0855,0.4256,0.0379,-0.0521,-0.0121,-0.0175,-0.0698,-0.0084,0.0043,0.0035,-0.0261,0.2017,0.0904,-0.0187,0.0296,-0.0384,0.0265,0.0217,0.0667,0.0165,0.0843,0.0574,0.0373,0.001,0.0452,0.0532,-0.086,-0.0661,0.0511,0.113,-0.0199,0.0536,0.0744,0.0587,-0.0018,0.0174,-0.0099,-0.1008,-0.0274,-0.0196,0.0183,0.0104,-0.0248,0.0277,0.0248,-0.0027,0.0824,0.1128,0.0168,0.0108,-0.0405,0.0428,0.0021,-0.0167,0.0157,-0.0429,0.0169,0.0123,0.0308,-0.0103,0.0148,0.0191,-0.0147,0.0004,-0.0157,-0.0109,0.0183,-0.0204,0.0205,0.013,-0.017,0.0037,0.0006,0.0002,0.0218,0.0141,0.0079,-0.0071,0.0143,0.0077,0.0357,0.021,-0.0134,-0.0313,0.0154,0.0044,-0.0237,0.0297,0.0067,0.0219,0.0282,0.0297,0.0055,0.0295,0.0049,0.0049,-0.0464,-0.027,0.0248,0.0156,-0.0082,0.0279,0.0355,-0.0062,-0.0144,-0.0278,0.0425,0.0728,0.0397,0.023,0.0348,0.044,0.0449,0.0298,0.0049,0.0319,-0.0101,0.0045,0.0065,0.0163,-0.0393,0.0496,-0.0354,-0.0262,-0.0356,0.0262
Crabel Two Plus H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0308,0.0088,0.0341,0.0254,-0.033,-0.0165,-0.0321,-0.0115,0.0078,0.0079,0.0407,0.0136,0.0206,-0.002,-0.0127,0.0145,0.0329,0.0749,-0.0075,-0.0137,0.0567,0.026,0.0272,0.0462,0.0417,0.0481,0.0167,-0.0259,0.005,0.0358,-0.0278,-0.0201,0.0146,0.0932,0.0162,0.006,0.0394
Cumulus Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0924,0.1591,0.0611,0.1547,0.1353,0.0418,-0.0996,0.009,0.0478,0.0991,0.0032,0.0153,-0.2717,-0.0775,-0.0146,0.0312,0.0113,-0.1322,-0.0199,0.0309,0.0258,0.0001,0.0182,0.0682,0.1093,0.191,-0.0605,0.0062
Cyril Systematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028025,0.004359166,-0.028480494,-0.012742393,0.009737014,0.106884512,0.03587216,0.001961193,0.039262171,-0.018300769,0.020436819,-0.011044452,-0.03937298,0.043317627,0.019368153,0.024340119,-0.011337012,-0.024738604,-0.02870704,-0.068127988,0.032299786,-0.006838278,-0.008833509,0.09995963,0.067894016,-0.037259322,0.029329498,-0.047807489,-0.016423867,0.076975356,0.024878488,0.023236076,-0.038135593,-0.041329965,0.080100848,-0.015306495,0.043898921,-0.021254576,0.066206594,0.022173133,-0.059462271,0.031709826,0.019327107,0.054348606,0.008880677,0.021429077,0.01024272,-0.054285392,0.024698725,0.017933677,-0.03299209,0.004827997,0.032387292,-0.023748544,-0.081843131,0.056805,-0.038220117,-0.010216766,0.026148751,0.027058761,-0.006153289,0.047375263,-0.007138369,0.016579478,0.046698907,0.001662421,0.043254415,-0.023937871,-0.015358905,0.129974208,0.010877872,-0.067401411,-0.021058534,0.005292579,0.005110155,-0.002223384,0.010898129,-0.045137353,0.009355531,-0.018650532,-0.010046106,0.001198509,-0.018202922,0.043182361,0.00548718,-1.11E-05,0.053112028,0.018124294,0.029506151,0.004370551,0.045902801,0.065920972,-0.002028285,-0.000996623,0.025959647,-0.013252702,-0.047989889,0.0852,0.0061,0.0822,0.0067,0.0061,-0.0008
Cyril Systematic USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,-0.0307,-0.0146,0.1749,0.0186,-0.0761,-0.0212,0.0267,-0.0004,0.003,0.0207,-0.05,0.0188,-0.0193,-0.0048,0.0213,-0.0124,0.0529,0.012,-0.0005,0.0646,0.0256,0.0368,0.0054,0.0456,0.0702,0.0061,-0.0024,0.0256,-0.0099,-0.0549,0.0716,-0.0084,0.0576,0.0061,0.0254,-0.0173
DEC World Grain & Oilseeds LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0614,-0.0355,-0.0205,-0.0198,0.0454,-0.0166,-0.015,0.006,0.0574,-0.0713,-0.0289,0.0025,0.0123,0.0293,-0.0097,0.0159,-0.0452,-0.0619,-0.0232,0.4575,-0.1145,0.0348,0.1113,-0.1294,0.2309,0.3206,0.0539,-0.047,0.1027,-0.1571,-0.1943,-0.1861,-0.0554,-0.1035,0.1046,0.2764,-0.2236,-0.2923,-0.071,0.034,-0.0095,0.238,0.32327,0.2876,0.0068,-0.212,0.149,0.158,-0.145,-0.232,-0.0437,0.235,0.3589,0.381,-0.226,0.075,0.0999,-0.0742,-0.157,0.061,0.062,-0.01102,-0.0139,0.0436,0.0158,0.03534,-0.0555,0.0697,-0.0523,0.0508,0.0424,0.0207,0.03994,-0.02438,0.03902,0.00186,0.01474,-0.01991,0.0142,-0.0466,-0.0059,-0.1182,-0.0855,-0.0536,0.01715,0.10324,-0.02893,-0.14228,-0.10109,-0.0375,-0.07296,0.06474,-0.07273,-0.01853,0.22468,0.2415,-0.1214,0.29435,0.23502,-0.05115,-0.08091,-0.01775,-0.03029,-0.1622,-0.15961,-0.00129,-0.11382,-0.1529,-0.0289,0.2306,0.1932,0.3044,-0.0097,0.2241,0.0189,0.0728,-0.1392,-0.0511,0.2073,0.2026,0.1026,-0.0538,0.0009,-0.1214,0.2353,-0.578,-0.384,0.3405,0.1856,0.2679,0.2435,0.3359,-0.1275,0.2818,0.0474,-0.0892,0.38355,0.2501,0.2396,0.1424,0.03158,-0.0254,0.0341,-0.0754,-0.1406,0.0337,-0.0324,0.2547,0.147,0.0891,0.0696,-0.2213,0.0182,0.2294,0.0045,-0.3442,-0.1853,0.2849,0.07889,0.093,0.03784,0.23109,-0.10835,0.08674,0.07422,0.05898,-0.0336,-0.0181,-0.0237,0.0446,0.0152,-0.0225,-0.0037
Dexia Systemat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0144878,0.013366248,0.016714182,0.022065696,0.015081202,0.006504448,-0.018005536,0.030429488,0.016897557,0.016305135,0.071097002,0.05770246,-0.01208369,-0.045372316,0.066565316,0.004447068,-0.02683375,-0.03947884,0.02891602,0.019973194,0.029503235,-0.035609184,0.019107585,0.012790887,0.017372895,0.0066949,0.052208132,-0.019919079,0.041527956,-0.007601073,-0.054077417,-0.004961677,-0.003813996,-0.002008483,0.030269201,-0.027511396,0.024757112,0.055669807,0.033459289,0.009406557,0.063531098,0.078568439,-0.059225549,0.009622598,-0.005131345,-0.024510089,-0.005572345,-0.001487531,0.030238948,-0.070727025,0.027875722,-0.010480231,-0.000773916,-0.002358751,-0.00153871,-0.001303018,0.043014953,0.050993462,0.042752166,0.035596601,-0.030787272,-0.053102495,0.043386121,-0.006945066,0.077450828,-0.079214991,-0.013291472,0.078894315,-0.039432329,-0.002677955,-0.015635993,-0.003777226,-0.04302946,-0.03766054,0.012785549,-0.016893724,0.00557718,0.003593325,0.00758861,-0.020586153,-0.016867585,-0.041268651,0.009891321,-0.024249168,0.027920041,0.03822357,-0.008592654,-0.046889094,0.005642033,-0.015208214,0.003214102,0.035832803,0.052649845,-0.013911964,-0.004183005,-0.02339129,-0.000293339,0.069587549,-0.044724149,-0.001773131,0.013973366,0.020013627,0.058723105,0.005150937,-0.00969634,-0.060044386,-0.006834581,0.022102615,-0.026370987,0.00098788,-0.020313583,0.042300176,-0.037783483,-0.034319153,0.025124442,0.042515882,0.022850477,-0.027477325,-0.012079669,0.03093263,0.004701235,0.033874798,-0.005580079,0.058567785,0.036008292,-0.004044905,0.003728271,0.021118714,0.004482612,-0.037490269,-0.016334625,0.031717633,0.081675942,0.023139196,0.009814935,0.010926422
Digilog Capital Full Portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0351,0.0058,-0.0377,0.1422,0.0205,-0.0166,-0.0773,-0.0422,0.1191,0.11,0.1348,-0.004,0.0903,0.1278,0.0135,-0.0861,-0.003,-0.0278,0.0959,-0.1014,0.0026,-0.0178,-0.0611,0.1287,0.0653,0.0148,-0.0157,-0.03,0.0178,-0.0116,0.0248,0.3136,0.2344,0.0118,0.0365,0.0422,0.0119,0.0453,-0.0625,0.0284,-0.0268,0.0489,0.0167,-0.0116,0.035,-0.0534,0.015,0.0471,0.0177,0.0293,-0.01,-0.0662,0.1041,-0.0251,-0.0351,-0.06,-0.0354,-0.0354,0.1137,0.1256,-0.0283,-0.0026,0.123,-0.0158,-0.0242,0.0075,0.0287,0.033,0.137,0.015,-0.0315,-0.008,-0.071,-0.0201,0.005,0.002,0.0356,0.163,0.197,0.0891,0.096,-0.0505,-0.0398,0.143,0.0484,0.0135,0.0135,-0.0293,0.0551,-0.024,-0.1145,-0.0987,-0.0697,0.0184,-0.0192,-0.0109,0.0316,0.0461,0.0764,-0.0126,-0.066,-0.0957,-0.0337,-0.0178,0.0201,0.0371,0.0432,-0.0814,-0.0489,0.0545,0.0013,-0.0122,-0.0006,0.0638,-0.0245,0.0365,0.1162,0.0553,0.091,0.0133,0.065,-0.0132,0.0381,0.01,-0.0232,0.0418,-0.0108,0.0059,0.0256,-0.0051,0.0374,0.0404,0.0221,-0.0368,-0.037,0.0518,0.0205,0.0372,-0.0175,-0.0336,0.0469,0.0074,-0.0017,-0.0112,0.0577,0.0632,-0.0182,-0.0497,-0.0126,-0.0048,-0.0302,0.0051,0.0458,0.0648,-0.0067,0.0363,0.0022
